"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"eye","Linear",0.0120511652424027,0.00851371193528629,0.15816563955735,7.24832909170362e-05
"body","Linear",-0.0264563487052518,0.00851371193528628,0.00198633620408464,7.2483290917036e-05
"eye²","Quadratic",-0.0186848579138557,0.0110963294390793,0.0557740030024713,0.000123128527020578
"body²","Quadratic",0.017087118998265,0.0119025585119022,0.313439211013845,0.000141670899129257
"eye × body","Correlational",-0.0247982705898486,0.00881819310833541,0.00798720792030218,7.77605296958941e-05
