"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"body","Linear",-0.025691457020824,0.00849088368058361,0.00256094121710118,7.20951056772011e-05
"mouth","Linear",-0.012989020816934,0.00849088368058361,0.12479507096385,7.2095105677201e-05
"body²","Quadratic",0.0173886205112638,0.01194593469826,0.250857021255268,0.000142705355815092
"mouth²","Quadratic",0.00176756952314867,0.0114771588741849,0.995265650816929,0.000131725175823281
"body × mouth","Correlational",0.0148398052922758,0.00827877336338366,0.12545882089929,6.85380884022708e-05
