"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance","Group"
"body","Linear",0.0137815001361187,0.0152729922886646,0.367118320901039,0.000233264293449609,"Crescent Pond"
"body²","Quadratic",-0.0164887282947349,0.0213772762338066,0.440722029500333,0.000456987939176475,"Crescent Pond"
"body","Linear",-0.0180026443741385,0.0181407009115178,0.321254956476763,0.000329085029561143,"Little Lake"
"body²","Quadratic",-0.0195220076534475,0.0251016144235242,0.436924207644738,0.000630091046667279,"Little Lake"
