"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"nasal","Linear",-0.012102951164629,0.00877048464720661,0.21734005137158,7.69214009468868e-05
"nasal²","Quadratic",0.0280742479863929,0.0109784998815918,0.0214609456692061,0.000120527459650112
