"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"eye","Linear",0.0113031748780985,0.00855899344056498,0.175086865508152,7.32563687156344e-05
"eye²","Quadratic",-0.0140559141650256,0.0110448287548439,0.193848687707229,0.000121988242223827
