"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"mouth","Linear",-0.0121129583541284,0.00863378289194249,0.170481956182479,7.45422070251988e-05
"mouth²","Quadratic",0.00523405558999719,0.0114599952512688,0.701656939224536,0.000131331491159104
