"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"body","Linear",-0.0241469071432867,0.00854574826687727,0.00786212912568211,7.30298134408359e-05
"body²","Quadratic",0.0177230291465243,0.0119255917214915,0.229581488784786,0.000142219737907708
