"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"body","Linear",-0.00205982462625423,0.0119338291155088,0.86298159887502,0.000142416277358166
"body²","Quadratic",-0.018348338673801,0.0166536585517293,0.270708317749203,0.000277344343157587
