"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance","Group"
"nasal","Linear",0.0263952507527099,0.0157978100286722,0.0951097838997096,0.000249570801702016,"Crescent Pond"
"nasal²","Quadratic",-0.0192900826546456,0.0174261194365069,0.268609030641982,0.000303669638615405,"Crescent Pond"
"nasal","Linear",0.0107004638060126,0.0183701483082449,0.560370721469023,0.000337462348866913,"Little Lake"
"nasal²","Quadratic",0.0248029271936748,0.0266716126861262,0.352634920375583,0.000711374923278726,"Little Lake"
