"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"mouth","Linear",-0.10479313322569,0.0706704072557303,0.138285300630177,0.00499430646169078
"SL","Linear",-0.0614293805721551,0.0706704072557304,0.384829173981041,0.00499430646169079
"mouth²","Quadratic",0.0685173323586366,0.0958328040044337,0.474718952210891,0.00918392632335221
"SL²","Quadratic",0.195761425508628,0.0900500625353571,0.0298371203046045,0.00810901376262173
"mouth × SL","Correlational",0.185922037515305,0.0703909089749753,0.00832856400570597,0.00495488006632325
