"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"jaw","Linear",0.014766091754244,0.0102480167867174,0.131541583870294,0.000105021848060842
"SL","Linear",-0.0391536787528223,0.0102480167867174,0.00025766719002865,0.000105021848060842
"jaw²","Quadratic",-0.0407622248062538,0.0181914021205096,0.0143167199936487,0.00033092711111008
"SL²","Quadratic",0.00315174407599064,0.0156454322928571,0.512189590696025,0.000244779551630377
"jaw × SL","Correlational",-0.0373666074488995,0.0144327928976762,0.0101733348236625,0.000208305510827212
