"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"eye","Linear",0.0244559618750738,0.0119152573839803,0.040261452190246,0.000141973358526497
"eye²","Quadratic",0.00576993475045167,0.0153758708065168,0.707510554352581,0.000236417403058696
