"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"Beak_PC1","Linear",0.931471324419863,0.443635447627208,0.0357611973356478,0.196812410391393
"Beak_PC1²","Quadratic",-0.606077449894362,0.73948973979816,0.412450605749448,0.546845075266751
