"Term","Type","Beta_Coefficient","Standard_Error","P_Value","Variance"
"WT","Linear",-0.416196380137187,0.19827482466882,0.0358091107407509,0.0393129060974515
"WT²","Quadratic",-0.317560472466862,0.320348542007211,0.321540693542714,0.102623188366146
